CUSTOMER_ID,NAME,CITY,SIGNUP_DATE,TARIFF_ID
9490,Yasemin,İZMİR,02/01/2026,1
9491,Yasin,ADIYAMAN,08/03/2026,3
9492,Osman,AYDIN,18/03/2026,4
9493,Fatma,ARTVİN,04/02/2026,1
9494,Merve,ÇANAKKALE,16/02/2026,2
9495,Hakan,İSTANBUL,07/07/2025,3
9496,Merve,ADANA,02/11/2025,2
9497,Süleyman,DENİZLİ,23/03/2026,4
9498,Yağmur,DENİZLİ,10/10/2025,2
9499,Emine,MANİSA,15/02/2026,4
9500,Emine,SAMSUN,10/03/2026,2
9501,Fatma,BİTLİS,06/02/2026,1
9502,Ali,KAYSERİ,01/11/2025,2
9503,Tuğba,AFYONKARAHİSAR,28/04/2025,2
9504,Meryem,AĞRI,16/06/2025,2
9505,Serkan,KARABÜK,04/08/2025,2
9506,Fatih,KIRKLARELİ,22/01/2026,1
9507,Osman,ÇANKIRI,12/02/2026,1
9508,Serkan,BALIKESİR,09/08/2025,4
9509,Merve,TRABZON,25/08/2025,4
9510,Muhammed,KİLİS,09/10/2025,2
9511,Zeynep,MUĞLA,07/08/2025,1
9512,Yusuf,YOZGAT,30/11/2025,2
9513,Ayşegül,BALIKESİR,08/08/2025,1
9514,Leyla,NİĞDE,11/12/2025,4
9515,Dilek,SİNOP,26/09/2025,3
9516,Ayşe,SAMSUN,06/10/2025,4
9517,Tuğba,YOZGAT,09/11/2025,3
9518,Murat,EDİRNE,03/08/2025,3
9519,Rabia,KIRŞEHİR,20/08/2025,3
9520,Osman,BARTIN,03/06/2025,4
9521,Muhammed,MUĞLA,17/08/2025,2
9522,Kadir,ADANA,30/01/2026,1
9523,Adem,BİNGÖL,27/10/2025,1
9524,Kübra,İZMİR,12/02/2026,1
9525,Emine,MARDİN,16/03/2026,2
9526,Emre,OSMANİYE,15/04/2025,3
9527,Yasin,MUĞLA,18/12/2025,2
9528,Mustafa,MUŞ,30/10/2025,4
9529,Fatih,KARAMAN,14/01/2026,4
9530,Yasin,KARAMAN,03/10/2025,2
9531,Hakan,ANKARA,08/11/2025,4
9532,Özlem,RİZE,03/05/2025,4
9533,Halil,HATAY,08/11/2025,4
9534,Mahmut,KIRŞEHİR,13/09/2025,2
9535,Aysel,BURSA,08/12/2025,3
9536,Zeynep,IĞDIR,12/04/2025,2
9537,Özlem,ÇORUM,29/12/2025,1
9538,Osman,ORDU,06/09/2025,4
9539,Muhammed,KAYSERİ,30/07/2025,4
9540,Dilek,TOKAT,09/10/2025,2
9541,Hasan,MUĞLA,21/04/2025,1
9542,Sevim,VAN,30/04/2025,1
9543,Melek,BURSA,09/11/2025,1
9544,Mehmet,TRABZON,24/01/2026,4
9545,Fadime,TOKAT,26/04/2025,4
9546,Furkan,BARTIN,14/06/2025,4
9547,İbrahim,DİYARBAKIR,06/05/2025,4
9548,Havva,BARTIN,01/05/2025,4
9549,Hakan,ŞIRNAK,09/02/2026,3
9550,Melek,BİTLİS,21/05/2025,1
9551,Mahmut,ARTVİN,26/09/2025,2
9239,Serkan,HAKKARİ,17/08/2025,4
9240,Rabia,İZMİR,18/12/2025,4
9241,Merve,SAMSUN,17/12/2025,3
9242,Adem,DÜZCE,09/06/2025,1
9243,Dilek,ISPARTA,07/05/2025,3
9244,Serkan,ARDAHAN,29/07/2025,3
9245,Ayşe,ERZURUM,21/09/2025,3
9246,Melek,IĞDIR,07/02/2026,3
9247,Sevim,BİTLİS,18/10/2025,1
9248,İsmail,ZONGULDAK,14/02/2026,1
9249,Ramazan,ERZİNCAN,12/06/2025,1
9250,Ayşe,AMASYA,16/01/2026,1
9251,Hacer,BARTIN,24/08/2025,2
9252,Yusuf,TUNCELİ,24/11/2025,3
9253,Muhammed,ISPARTA,07/06/2025,4
9254,Yusuf,TRABZON,21/12/2025,3
9255,Kadir,BURDUR,12/02/2026,4
9256,Tuğba,AMASYA,19/03/2026,3
9257,Sultan,ORDU,19/03/2026,4
9258,Enes,KIRŞEHİR,04/06/2025,4
9259,Yasemin,KAHRAMANMARAŞ,29/10/2025,3
9260,Hülya,ŞIRNAK,31/07/2025,2
9261,Rabia,AĞRI,30/07/2025,2
9262,Osman,SİNOP,06/11/2025,2
9263,Emre,HAKKARİ,16/06/2025,1
9264,Adem,BALIKESİR,12/04/2025,3
9265,Yusuf,KÜTAHYA,24/02/2026,2
9266,Hacer,HATAY,24/10/2025,3
9267,Esra,ZONGULDAK,07/04/2025,1
9268,Ayşegül,UŞAK,03/09/2025,1
9269,Meryem,YOZGAT,15/12/2025,1
9270,Esra,ADANA,05/02/2026,3
9271,Adem,ÇANAKKALE,23/11/2025,1
9272,Sultan,VAN,30/05/2025,2
9273,Sultan,ADANA,26/10/2025,4
9274,Hacer,TUNCELİ,03/04/2026,1
9275,Enes,SİNOP,16/01/2026,4
9276,Songül,NEVŞEHİR,25/04/2025,1
9277,Hakan,ŞIRNAK,02/07/2025,4
9278,Aysel,İSTANBUL,30/10/2025,2
9279,Aysel,KAHRAMANMARAŞ,28/05/2025,4
9280,Hacer,NEVŞEHİR,05/07/2025,2
9281,Meryem,HATAY,09/03/2026,3
9282,Elif,ZONGULDAK,08/12/2025,1
9283,Leyla,YOZGAT,02/03/2026,1
9284,Abdullah,MANİSA,05/08/2025,3
9285,Aysel,KARAMAN,09/08/2025,4
9286,Emre,NEVŞEHİR,24/07/2025,1
9287,Ömer,KÜTAHYA,25/04/2025,2
9288,Aysel,ANTALYA,14/02/2026,3
9289,Fadime,BATMAN,24/09/2025,4
9290,Havva,BALIKESİR,17/07/2025,4
9291,Muhammed,ARDAHAN,01/12/2025,3
9292,Enes,BİTLİS,21/12/2025,4
9293,Zeynep,ZONGULDAK,14/07/2025,3
9294,Serkan,BALIKESİR,21/10/2025,2
9295,İsmail,GÜMÜŞHANE,27/01/2026,2
9296,Mustafa,ESKİŞEHİR,07/08/2025,2
9297,Emre,TUNCELİ,22/12/2025,1
9298,Serkan,BAYBURT,01/05/2025,2
9299,Leyla,RİZE,21/04/2025,3
9300,Murat,KONYA,07/05/2025,3
9301,Metin,KARABÜK,11/08/2025,1
9302,Zeynep,YALOVA,29/09/2025,3
9303,İsmail,DÜZCE,17/08/2025,2
9304,Sultan,AMASYA,15/10/2025,3
9305,İsmail,UŞAK,15/04/2025,1
9306,Recep,SİNOP,28/06/2025,2
9307,Meryem,SAMSUN,09/04/2025,4
9308,Osman,HAKKARİ,30/11/2025,2
9309,Aynur,DÜZCE,01/11/2025,2
9310,Yasin,NİĞDE,10/01/2026,3
9311,Hüseyin,MANİSA,03/06/2025,2
9312,Yağmur,HATAY,30/12/2025,2
9313,Fatih,BURDUR,08/01/2026,1
9314,Aysel,KAYSERİ,03/11/2025,4
9315,Hüseyin,ÇANKIRI,23/03/2026,4
9316,Metin,GAZİANTEP,09/07/2025,3
9317,Rabia,MARDİN,21/06/2025,2
9318,Abdullah,SİVAS,24/07/2025,3
9319,Sultan,BOLU,10/01/2026,1
9320,Serkan,KIRKLARELİ,18/08/2025,4
9321,Yusuf,AYDIN,28/12/2025,1
9322,Hasan,KÜTAHYA,15/04/2025,1
9323,Burak,KOCAELİ,10/10/2025,4
9324,Mahmut,DENİZLİ,31/07/2025,3
9325,Hüseyin,YALOVA,07/05/2025,2
9326,Büşra,ÇANAKKALE,17/05/2025,1
9327,Süleyman,BURDUR,11/01/2026,1
9328,Rabia,DİYARBAKIR,29/10/2025,4
9329,Fadime,ERZURUM,20/08/2025,4
9330,Yağmur,ERZİNCAN,02/06/2025,3
9331,Hülya,IĞDIR,03/11/2025,3
9332,Emre,GÜMÜŞHANE,03/05/2025,3
9333,Fatih,KAHRAMANMARAŞ,26/02/2026,2
9334,Kübra,KASTAMONU,28/08/2025,1
9335,Ahmet,DÜZCE,26/06/2025,4
9336,Hülya,TOKAT,20/06/2025,3
9337,Rabia,GİRESUN,19/05/2025,4
